Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
FRN;20991;Francs;FRN;FRN;;Francs (FRN);Scrypt;PoW;0;20000000;N/A;N/A;593;False;
ADN;21007;Aiden;ADN;ADN;;Aiden (ADN);ScryptOG;PoW;1;84000000;N/A;N/A;594;False;
CYG;21213;Cygnus;CYG;CYG;;Cygnus (CYG);X11;PoW/PoS;0;25885320;N/A;N/A;597;False;
LGBTQ;21215;LGBTQoin;LGBTQ;LGBTQ;;LGBTQoin (LGBTQ);X11;PoW;0;50000000;N/A;N/A;598;False;
UTH;21219;Uther;UTH;UTH;;Uther (UTH);Dagger;PoW;0;25885320;N/A;N/A;599;False;
MPRO;21222;MediumProject;MPRO;MPRO;;MediumProject (MPRO);PoS;PoW;0;250000;N/A;N/A;600;False;
KAT;21224;KATZcoin;KAT;KAT;;KATZcoin (KAT);SHA256D;PoW/PoS;0;100000000;N/A;N/A;601;False;
SPM;21229;Supreme;SPM;SPM;;Supreme (SPM);Scrypt;PoW/PoS;0;88900000;N/A;N/A;603;False;
BELA;21239;BelaCoin;BELA;BELA;;BelaCoin (BELA);Scrypt;PoW;0;54000000;N/A;N/A;605;False;
FLX;21244;Flash;FLX;FLX;;Flash (FLX);Scrypt;PoW/PoS;0;1000000;N/A;N/A;606;False;
BOLI;21357;BolivarCoin;BOLI;BOLI;;BolivarCoin (BOLI);X11;PoW;0;25000000;N/A;N/A;607;False;
CLUD;21359;CludCoin;CLUD;CLUD;;CludCoin (CLUD);Scrypt;PoW;0;100200000;N/A;N/A;608;False;
HVCO;21374;High Voltage Coin;HVCO;HVCO;;High Voltage Coin (HVCO);SHA256;PoW/PoS;0;1700000;N/A;N/A;611;False;
GIZ;21378;GIZMOcoin;GIZ;GIZ;;GIZMOcoin (GIZ);X11;PoW/PoS;0;100000;N/A;N/A;612;False;
LEMON;21641;LemonCoin;LEMON;LEMON;;LemonCoin (LEMON);N/A;PoW;0;31000000;N/A;N/A;617;False;
NEVA;21669;NevaCoin;NEVA;NEVA;;NevaCoin (NEVA);N/A;PoW/PoS;0;26280000;N/A;N/A;620;False;
FUZZ;21708;Fuzzballs;FUZZ;FUZZ;;Fuzzballs (FUZZ);Scrypt;PoW;0;21000000;N/A;N/A;622;False;
SCRT;21760;SecretCoin;SCRT;SCRT;;SecretCoin (SCRT);X11;PoW/PoS;0;21000000;N/A;N/A;624;False;
XRA;21770;Ratecoin;XRA;XRA;;Ratecoin (XRA);X11;PoW/PoS;0;75000000;N/A;N/A;625;False;
XNX;21773;XanaxCoin;XNX;XNX;;XanaxCoin (XNX);Scrypt;PoW;0;42000000;N/A;N/A;626;False;
DBG;21859;Digital Bullion Gold;DBG;DBG;;Digital Bullion Gold (DBG);PoS;PoS;0;15000000;N/A;N/A;629;False;
FLVR;21878;FlavorCoin;FLVR;FLVR;;FlavorCoin (FLVR);SHA256;PoW/PoS;0;9000000;N/A;N/A;633;False;
STA*;21981;Stakers;STA*;STA*;;Stakers (STA*);PoS;PoS;0;100000000;N/A;N/A;635;False;
RISE;22015;Rise;RISE;RISE;;Rise (RISE);DPoS;PoS;0;100000000;N/A;N/A;636;False;
OBS;22177;Obscurebay;OBS;OBS;;Obscurebay (OBS);X11;PoW/PoS;0;6562000;N/A;N/A;639;False;
EDC;22185;EducoinV;EDC;EDC;;EducoinV (EDC);Scrypt;PoW/PoS;0;99000000;N/A;N/A;641;False;
CLINT;22191;Clinton;CLINT;CLINT;;Clinton (CLINT);SHA256;PoW;0;2421227;N/A;N/A;642;False;
VIP;22212;VIP Tokens;VIP;VIP;;VIP Tokens (VIP);NIST5;PoW/PoS;0;90000000;N/A;N/A;644;False;
NXE;22240;NXEcoin;NXE;NXE;;NXEcoin (NXE);NIST5;PoW/PoS;0;2200000;N/A;N/A;645;False;
ZOOM;22245;ZoomCoin;ZOOM;ZOOM;;ZoomCoin (ZOOM);Lyra2RE;PoW;0;250000;N/A;N/A;646;False;
DRACO;22248;DT Token;DRACO;DRACO;;DT Token (DRACO);N/A;N/A;1;88888888;N/A;N/A;647;False;
YOVI;22254;YobitVirtualCoin;YOVI;YOVI;;YobitVirtualCoin (YOVI);SHA256;PoS;0;22830000;N/A;N/A;648;False;
ORLY;22258;OrlyCoin;ORLY;ORLY;;OrlyCoin (ORLY);X15;PoW/PoS;0;36000000;N/A;N/A;649;False;
KUBO;22262;KubosCoin;KUBO;KUBO;;KubosCoin (KUBO);Scrypt;PoW/PoS;0;2940000;N/A;N/A;650;False;
EVIL;22272;EvilCoin;EVIL;EVIL;;EvilCoin (EVIL);X11;PoW/PoS;0;21024000;N/A;N/A;653;False;
BNT;22327;Bancor Network Token;BNT;BNT;;Bancor Network Token (BNT);N/A;N/A;0;79323978;N/A;N/A;657;False;
BSD;22329;BitSend;BSD;BSD;;BitSend (BSD);X11;PoW/PoS;0;139000000;N/A;N/A;659;False;
DES;22330;Destiny;DES;DES;;Destiny (DES);Scrypt;PoW/PoS;0;212625;N/A;N/A;660;False;
BIT16;22333;16BitCoin;BIT16;BIT16;;16BitCoin (BIT16);NIST5;PoW/PoS;0;16000000;N/A;N/A;661;False;
PDC;22352;Project Decorum;PDC;PDC;;Project Decorum (PDC);N/A;N/A;1;50000000;N/A;N/A;662;False;
CMT;22354;CometCoin;CMT;CMT;;CometCoin (CMT);Scrypt;PoW;0;2000000;N/A;N/A;663;False;
CHESS;22407;ChessCoin;CHESS;CHESS;;ChessCoin (CHESS);Scrypt;PoW/PoS;0;74666667;N/A;N/A;665;False;
OMNI;22441;Omni;OMNI;OMNI;;Omni (OMNI);Scrypt;PoW;1;619478;N/A;N/A;672;False;
LIR;23423;Let it Ride;LIR;LIR;;Let it Ride (LIR);POS 3.0;PoS;0;33500000;N/A;N/A;675;False;
MMNXT;23425;MMNXT ;MMNXT;MMNXT;;MMNXT  (MMNXT);N/A;N/A;1;50000000;N/A;N/A;676;False;
SCRPT;23429;ScryptCoin;SCRPT;SCRPT;;ScryptCoin (SCRPT);Scrypt;PoW;0;34181818;N/A;N/A;677;False;
SPX;23435;Specie;SPX;SPX;;Specie (SPX);PoS;PoS;0;9000000;N/A;N/A;679;False;
KRAK;23741;Kraken;KRAK;KRAK;;Kraken (KRAK);SHA256;PoW/PoS;0;20 000 000;N/A;N/A;683;False;
DLISK;23743;Dlisk;DLISK;DLISK;;Dlisk (DLISK);N/A;DPoS;0;100000000;N/A;N/A;684;False;
IBANK;23745;iBankCoin;IBANK;IBANK;;iBankCoin (IBANK);Scrypt;PoW/PoS;0;44333333;N/A;N/A;685;False;
STRAT;24294;Stratis;STRAT;STRAT;;Stratis (STRAT);X13;PoW/PoS;1;98000000;N/A;N/A;687;False;
WGC;24402;World Gold Coin;WGC;WGC;;World Gold Coin (WGC);SHA256;PoW;0;51000000;N/A;N/A;690;False;
BM;24405;BitMoon;BM;BM;;BitMoon (BM);X13;PoS;0;100000000;N/A;N/A;691;False;
FRWC;24866;Frankywillcoin;FRWC;FRWC;;Frankywillcoin (FRWC);Scrypt;PoW/PoS;0;7000000;N/A;N/A;692;False;
PSY;24871;Psilocybin;PSY;PSY;;Psilocybin (PSY);SHA256D;PoW/PoS;0;4214600;N/A;N/A;693;False;
RUST;24887;RustCoin;RUST;RUST;;RustCoin (RUST);Scrypt;PoW/PoS;0;21212121;N/A;N/A;695;False;
BFX;25238;BitFinex Tokens;BFX;BFX;;BitFinex Tokens (BFX);N/A;N/A;1;32000000;N/A;N/A;699;False;
DCT;25721;Decent;DCT;DCT;;Decent (DCT);N/A;PoS;0;73197775;N/A;N/A;702;False;
XPOKE;25817;PokeChain;XPOKE;XPOKE;;PokeChain (XPOKE);X13;PoS;0;75000000;N/A;N/A;703;False;
MUDRA;25820;MudraCoin;MUDRA;MUDRA;;MudraCoin (MUDRA);X13;PoS;0;200000000;N/A;N/A;704;False;
CNMT;25825;Coinomat;CNMT;CNMT;;Coinomat (CNMT);N/A;N/A;1;3000000;N/A;N/A;706;False;
PIZZA;25830;PizzaCoin;PIZZA;PIZZA;;PizzaCoin (PIZZA);X11;PoW;0;25000000;N/A;N/A;707;False;
HEAT;25917;Heat Ledger;HEAT;HEAT;;Heat Ledger (HEAT);N/A;PoS/PoP;0;26000000;N/A;N/A;709;False;
ICN;25921;Iconomi;ICN;ICN;;Iconomi (ICN);N/A;N/A;1;100000000;N/A;N/A;710;False;
WINGS;25946;Wings DAO;WINGS;WINGS;;Wings DAO (WINGS);N/A;N/A;1;100000000;N/A;N/A;712;False;
CDX;26113;Cryptodex;CDX;CDX;;Cryptodex (CDX);N/A;N/A;0;100000000;N/A;N/A;713;False;
DCS.;26129;deCLOUDs;DCS;DCS.;;deCLOUDs (DCS);N/A;PoS;0;100000000;N/A;N/A;715;False;
KMD;26132;Komodo;KMD;KMD;;Komodo (KMD);Equihash;dPoW/PoW;0;200000000;N/A;N/A;716;False;
GB;26194;GoldBlocks;GB;GB;;GoldBlocks (GB);X11;PoW/PoS;0;50000000;N/A;N/A;717;False;
NEO;27368;NEO;NEO;NEO;;NEO (NEO);N/A;N/A;1;100000000;N/A;N/A;718;False;
ANC;27370;Anoncoin;ANC;ANC;;Anoncoin (ANC);N/A;PoW;0;4200000;N/A;N/A;719;False;
JWL;27674;Jewels;JWL;JWL;;Jewels (JWL);POS 3.0;N/A;0;20000000;N/A;N/A;723;False;
WAY;27681;WayCoin;WAY;WAY;;WayCoin (WAY);X11;PoS;0;100000000;N/A;N/A;724;False;
TAB;27993;MollyCoin;TAB;TAB;;MollyCoin (TAB);Scrypt;PoW/PoS;0;25000000;N/A;N/A;725;False;
TRIG;27996;Trigger;TRIG;TRIG;;Trigger (TRIG);N/A;N/A;0;100000000;N/A;N/A;726;False;
STO;28025;Save The Ocean;STO;STO;;Save The Ocean (STO);X11;PoW/PoS;0;150000000;N/A;N/A;730;False;
SNS;28027;Sense;SNS;SNS;;Sense (SNS);N/A;N/A;1;100000000;N/A;N/A;731;False;
FSN;28081;Fusion;FSN;FSN;;Fusion (FSN);SHA256;PoW;0;3000000;N/A;N/A;732;False;
CTC;28083;CarterCoin;CTC;CTC;;CarterCoin (CTC);Scrypt;PoW/PoS;0;90000000;N/A;N/A;733;False;
MDC;28128;MedicCoin;MDC;MDC;;MedicCoin (MDC);Scrypt;PoW/PoS;0;33000000;N/A;N/A;737;False;
ZET2;28136;Zeta2Coin;ZET2;ZET2;;Zeta2Coin (ZET2);Quark;PoW/PoS;0;1200000;N/A;N/A;739;False;
COV*;28151;CovenCoin;COV*;COV*;;CovenCoin (COV*);SHA256;PoW/PoS;0;33000;N/A;N/A;740;False;
KRB;28154;Karbowanec;KRB;KRB;;Karbowanec (KRB);CryptoNight;PoW;0;10000000;N/A;N/A;741;False;
BLOCKPAY;28204;BlockPay;BLOCKPAY;BLOCKPAY;;BlockPay (BLOCKPAY);N/A;N/A;0;100000000;N/A;N/A;745;False;
BXT;28208;BitTokens;BXT;BXT;;BitTokens (BXT);SHA256;PoW/PoS;0;21000000;N/A;N/A;746;False;
ZYD;28216;ZayedCoin;ZYD;ZYD;;ZayedCoin (ZYD);SHA256;PoW;0;9736000;N/A;N/A;747;False;
MST;28219;MustangCoin;MST;MST;;MustangCoin (MST);X11;PoW/PoS;0;3000000;N/A;N/A;748;False;
ZNE;28227;ZoneCoin;ZNE;ZNE;;ZoneCoin (ZNE);Scrypt;PoW/PoS;0;21000000;N/A;N/A;752;False;
DGDC;28278;DarkGold;DGDC;DGDC;;DarkGold (DGDC);X13;PoW/PoS;0;1000000;N/A;N/A;755;False;
TODAY;28317;TodayCoin;TODAY;TODAY;;TodayCoin (TODAY);Scrypt;PoW;0;39200000;N/A;N/A;756;False;
ROOT;28326;RootCoin;ROOT;ROOT;;RootCoin (ROOT);Scrypt;PoW/PoS;0;1900000;N/A;N/A;758;False;
1ST;28328;FirstBlood;1ST;1ST;;FirstBlood (1ST);N/A;N/A;1;93468691;N/A;N/A;759;False;
GPL;28330;Gold Pressed Latinum;GPL;GPL;;Gold Pressed Latinum (GPL);N/A;PoW/PoS;0;1000000;N/A;N/A;760;False;
PIO;28342;Pioneershares;PIO;PIO;;Pioneershares (PIO);X11;PoW/PoS;0;200000;N/A;N/A;764;False;
SMSR;28650;Samsara Coin;SMSR;SMSR;;Samsara Coin (SMSR);QuBit;PoW/PoS;0;60000000;N/A;N/A;766;False;
ERB;28665;ERBCoin;ERB;ERB;;ERBCoin (ERB);Scrypt;N/A;0;125000000;N/A;N/A;770;False;
LAZ;28700;Lazarus;LAZ;LAZ;;Lazarus (LAZ);DPoS;DPoS;0;10000000;N/A;N/A;771;False;
DROP;28767;FaucetCoin;DROP;DROP;;FaucetCoin (DROP);X13;PoS;0;10000;N/A;N/A;774;False;
PNK;28772;SteamPunk;PNK;PNK;;SteamPunk (PNK);PoS;PoS;0;40000000;N/A;N/A;776;False;
DLC;28776;DollarCoin;DLC;DLC;;DollarCoin (DLC);SHA256;PoW;0;10638298;N/A;N/A;778;False;
BRONZ;28888;BitBronze;BRONZ;BRONZ;;BitBronze (BRONZ);Scrypt;PoW;0;4502400;N/A;N/A;784;False;
SH;28890;Shilling;SH;SH;;Shilling (SH);Scrypt;PoW;0;30000000;N/A;N/A;785;False;
PSI;29004;PSIcoin;PSI;PSI;;PSIcoin (PSI);X11;PoS;0;696969;N/A;N/A;789;False;
XPO;29008;Opair;XPO;XPO;;Opair (XPO);PoS;PoS;0;74000000;N/A;N/A;790;False;
PSB;29041;PesoBit;PSB;PSB;;PesoBit (PSB);Scrypt;PoW/PoS;0;32958651;N/A;N/A;792;False;
UNF;29198;Unfed Coin;UNF;UNF;;Unfed Coin (UNF);Scrypt;PoW;0;67000000;N/A;N/A;798;False;
SPORT;29200;SportsCoin;SPORT;SPORT;;SportsCoin (SPORT);X11;PoS;0;20000000;N/A;N/A;799;False;
PPY;29348;Peerplays;PPY;PPY;;Peerplays (PPY);N/A;N/A;0;5916684;N/A;N/A;801;False;
EGO;29368;EGOcoin;EGO;EGO;;EGOcoin (EGO);PoS;PoS;0;60000000;N/A;N/A;803;False;
MT;29378;Mycelium Token;MT;MT;;Mycelium Token (MT);N/A;N/A;0;5311;N/A;N/A;807;False;
TIA;29455;Tianhe;TIA;TIA;;Tianhe (TIA);Lyra2RE;N/A;0;21000000;N/A;N/A;808;False;
GBRC;29458;GBR Coin;GBRC;GBRC;;GBR Coin (GBRC);Scrypt;PoW;0;87500000;N/A;N/A;809;False;
888;29462;Octocoin;888;888;;Octocoin (888);N/A;PoW;0;135776563;N/A;N/A;811;False;
BBCC;29554;BaseballCardCoin;BBCC;BBCC;;BaseballCardCoin (BBCC);Scrypt;PoW/PoS;0;19000000;N/A;N/A;813;False;
EMIGR;29556;EmiratesGoldCoin;EMIGR;EMIGR;;EmiratesGoldCoin (EMIGR);SHA256;PoW;0;4000000;N/A;N/A;814;False;
CRAFT;29711;Craftcoin;CRAFT;CRAFT;;Craftcoin (CRAFT);Scrypt;PoW/PoS;0;49411760;N/A;N/A;816;False;
OLYMP;29715;OlympCoin;OLYMP;OLYMP;;OlympCoin (OLYMP);X11;PoW/PoS;0;50000000;N/A;N/A;818;False;
DPAY;29718;DelightPay;DPAY;DPAY;;DelightPay (DPAY);X13;PoW/PoS;0;90400000;N/A;N/A;819;False;
ATOM;29721;Atomic Coin;ATOM;ATOM;;Atomic Coin (ATOM);Scrypt;PoW/PoS;0;12000000;N/A;N/A;820;False;
ANTC;29758;AntiLitecoin;ANTC;ANTC;;AntiLitecoin (ANTC);Scrypt;PoW;0;84000000;N/A;N/A;822;False;
RMS;29928;Resumeo Shares;RMS;RMS;;Resumeo Shares (RMS);NIST5;PoS;0;9188302;N/A;N/A;827;False;
VAPOR;30016;Vaporcoin;VAPOR;VAPOR;;Vaporcoin (VAPOR);SHA256;PoW/PoS;0;2000000;N/A;N/A;829;False;
XZC;30022;ZCoin;XZC;XZC;;ZCoin (XZC);Lyra2RE;PoW;0;21000000;N/A;N/A;832;False;
PRE;30024;Premium;PRE;PRE;;Premium (PRE);Scrypt;PoW;0;20000000;N/A;N/A;833;False;
CALC;30029;CaliphCoin;CALC;CALC;;CaliphCoin (CALC);SHA256;PoW;0;135000000;N/A;N/A;834;False;
CF;30119;Californium;CF;CF;;Californium (CF);SHA256;PoW;0;2520000;N/A;N/A;836;False;
JIF;30177;JiffyCoin;JIF;JIF;;JiffyCoin (JIF);SHA256D;PoW;0;5108400;N/A;N/A;844;False;
MONETA;30364;Moneta;MONETA;MONETA;;Moneta (MONETA);Scrypt;PoW;0;184000000;N/A;N/A;849;False;
RUBIT;30369;Rublebit;RUBIT;RUBIT;;Rublebit (RUBIT);Scrypt;PoW;0;100000000;N/A;N/A;851;False;
BRAIN;30373;BrainCoin;BRAIN;BRAIN;;BrainCoin (BRAIN);X11;PoW/PoS;0;22000000;N/A;N/A;853;False;
ZUR;30391;Zurcoin;ZUR;ZUR;;Zurcoin (ZUR);Quark;PoW;0;126000000;N/A;N/A;858;False;
GMX;30424;Goldmaxcoin;GMX;GMX;;Goldmaxcoin (GMX);Scrypt;PoW;0;84000000;N/A;N/A;862;False;
32BIT;30428;32Bitcoin;32BIT;32BIT;;32Bitcoin (32BIT);X11;PoW/PoS;0;355000;N/A;N/A;863;False;
GNJ;30521;GanjaCoin V2;GNJ;GNJ;;GanjaCoin V2 (GNJ);X14;PoW/PoS;1;100000000;N/A;N/A;864;False;
SCT;30536;ScryptToken;SCT;SCT;;ScryptToken (SCT);Scrypt;PoW/PoS;0;8842105;N/A;N/A;866;False;
GCC;30566;GuccioneCoin;GCC;GCC;;GuccioneCoin (GCC);Scrypt;PoW;0;39760000;N/A;N/A;869;False;
2BACCO;30912;2BACCO Coin;2BACCO;2BACCO;;2BACCO Coin (2BACCO);Scrypt;PoW/PoS;0;81454545;N/A;N/A;874;False;
DKC;30920;DarkKnightCoin;DKC;DKC;;DarkKnightCoin (DKC);Scrypt;PoW/PoS;0;24000000;N/A;N/A;875;False;
COC;30925;Community Coin;COC;COC;;Community Coin (COC);SHA256;PoW;0;36129032;N/A;N/A;876;False;
CHOOF;31002;ChoofCoin;CHOOF;CHOOF;;ChoofCoin (CHOOF);Scrypt;PoW/PoS;0;40000000;N/A;N/A;877;False;
CSH;31004;CashOut;CSH;CSH;;CashOut (CSH);SHA256;PoW;0;100000000;N/A;N/A;878;False;
ZCL;32544;ZClassic;ZCL;ZCL;;ZClassic (ZCL);Equihash;PoW;0;21000000;N/A;N/A;879;False;
RYCN;32548;RoyalCoin 2.0;RYCN;RYCN;;RoyalCoin 2.0 (RYCN);X13;PoS;0;2500000;N/A;N/A;880;False;
DAR;32694;Darcrus;DAR;DAR;;Darcrus (DAR);N/A;N/A;0;14055048;N/A;N/A;884;False;
ARK;32699;ARK;ARK;ARK;;ARK (ARK);DPoS;DPoS;0;125000000;N/A;N/A;885;False;
ZXT;32785;Zcrypt;ZXT;ZXT;;Zcrypt (ZXT);N/A;PoW/PoZ;0;101000000;N/A;N/A;888;False;
WASH;32870;WashingtonCoin;WASH;WASH;;WashingtonCoin (WASH);X11;PoW/PoS;0;170000000;N/A;N/A;889;False;
TESLA;32873;TeslaCoilCoin;TESLA;TESLA;;TeslaCoilCoin (TESLA);N/A;N/A;0;100000000;N/A;N/A;890;False;
LUCKY;32875;LuckyBlocks (LUCKY);LUCKY;LUCKY;;LuckyBlocks (LUCKY) (LUCKY);PoS;PoS;0;20000000;N/A;N/A;891;False;
CBD;33008;CBD Crystals;CBD;CBD;;CBD Crystals (CBD);PoS;N/A;0;50000000;N/A;N/A;896;False;
INSANE;33017;InsaneCoin;INSANE;INSANE;;InsaneCoin (INSANE);X11;PoW/PoS;0;22000000;N/A;N/A;898;False;
FAME;33268;FameCoin;FAME;FAME;;FameCoin (FAME);QuBit;PoW/PoS;0;50000000;N/A;N/A;903;False;
MEGA;33393;MegaFlash;MEGA;MEGA;;MegaFlash (MEGA);N/A;N/A;1;300000;N/A;N/A;906;False;
DOGETH;33403;EtherDoge;DOGETH;DOGETH;;EtherDoge (DOGETH);X11;PoW/PoS;0;18100000;N/A;N/A;909;False;
HUSH;33460;Hush;HUSH;HUSH;;Hush (HUSH);Equihash;PoW;0;21000000;N/A;N/A;911;False;
EBZ;33636;Ebitz;EBZ;EBZ;;Ebitz (EBZ);PoS;PoS;0;21000000;N/A;N/A;915;False;
FGZ;33866;Free Game Zone;FGZ;FGZ;;Free Game Zone (FGZ);Scrypt;PoW;0;44775520;N/A;N/A;918;False;
PNC;33873;PlatiniumCoin;PNC;PNC;;PlatiniumCoin (PNC);SHA256;PoW;0;21000000;N/A;N/A;921;False;
BRDD;33875;BeardDollars;BRDD;BRDD;;BeardDollars (BRDD);Scrypt;PoW/PoS;0;21212121;N/A;N/A;922;False;
TIME;33914;Time;TIME;TIME;;Time (TIME);N/A;N/A;0;710113;N/A;N/A;923;False;
BIP;33936;BipCoin;BIP;BIP;;BipCoin (BIP);CryptoNight;PoW;0;18446744;N/A;N/A;924;False;
BTTF;33945;Coin to the Future;BTTF;BTTF;;Coin to the Future (BTTF);PoS;PoS;0;1210000;N/A;N/A;927;False;
FIRST;34223;FirstCoin;FIRST;FIRST;;FirstCoin (FIRST);Scrypt;PoW/PoS;0;110000000;N/A;N/A;930;False;
JIO;34332;JIO Token;JIO;JIO;;JIO Token (JIO);N/A;N/A;0;8888888;N/A;N/A;933;False;
JNS;34440;Janus;JNS;JNS;;Janus (JNS);N/A;N/A;0;100000000;N/A;N/A;935;False;
DCRE;34487;DeltaCredits;DCRE;DCRE;;DeltaCredits (DCRE);N/A;PoS;0;100000;N/A;N/A;937;False;
FRE;34489;FreeCoin;FRE;FRE;;FreeCoin (FRE);PoS;PoS;1;50000000;N/A;N/A;938;False;
PLNC;34493;PLNCoin;PLNC;PLNC;;PLNCoin (PLNC);Scrypt;PoW/PoS;0;38540000;N/A;N/A;940;False;
DGMS;34496;Digigems;DGMS;DGMS;;Digigems (DGMS);Scrypt;PoW;0;50000000;N/A;N/A;941;False;
ICOB;34499;Icobid;ICOB;ICOB;;Icobid (ICOB);Scrypt;PoW/PoS;0;100000000;N/A;N/A;942;False;
ARCO;34506;AquariusCoin;ARCO;ARCO;;AquariusCoin (ARCO);Scrypt;PoW/PoS;0;42000000;N/A;N/A;943;False;
XCRE;34604;Creatio;XCRE;XCRE;;Creatio (XCRE);PoS;PoS;1;20000000;N/A;N/A;945;False;
ENT;34609;Eternity;ENT;ENT;;Eternity (ENT);X11;PoW/PoS;0;60000000;N/A;N/A;946;False;
ODNT;34847;Old Dogs New Tricks;ODNT;ODNT;;Old Dogs New Tricks (ODNT);SHA256D;PoW/PoS;0;21000000;N/A;N/A;950;False;
EUC;34849;Eurocoin;EUC;EUC;;Eurocoin (EUC);SHA256;PoW/PoS;0;20000000;N/A;N/A;951;False;
CCX;34851;CoolDarkCoin;CCX;CCX;;CoolDarkCoin (CCX);Scrypt;PoW/PoS;0;11052632;N/A;N/A;952;False;
BCF;34854;BitcoinFast;BCF;BCF;;BitcoinFast (BCF);Scrypt;PoW/PoS;0;33000000;N/A;N/A;953;False;
SEEDS;35027;SeedShares;SEEDS;SEEDS;;SeedShares (SEEDS);SHA256D;PoW/PoS;0;7996400;N/A;N/A;954;False;
POSW;35030;PoSWallet;POSW;POSW;;PoSWallet (POSW);Scrypt;PoW/PoS;0;41000000;N/A;N/A;955;False;
TKS;35124;Tokes;TKS;TKS;;Tokes (TKS);N/A;N/A;0;50000000;N/A;N/A;956;False;
BCCOIN;35165;BitConnect Coin;BCCOIN;BCCOIN;;BitConnect Coin (BCCOIN);Scrypt;PoW/PoS;0;28000000;N/A;N/A;957;False;
SHORTY;35226;ShortyCoin;SHORTY;SHORTY;;ShortyCoin (SHORTY);PoS;PoS;0;100000000;N/A;N/A;959;False;
PCM;35228;Procom;PCM;PCM;;Procom (PCM);Scrypt;PoW;0;28000000;N/A;N/A;960;False;
CORAL;35232;CoralPay;CORAL;CORAL;;CoralPay (CORAL);X13;PoS;0;21000000;N/A;N/A;962;False;
NXC;35678;Nexium;NXC;NXC;;Nexium (NXC);N/A;N/A;0;100000000;N/A;N/A;964;False;
HSP;35687;Horse Power;HSP;HSP;;Horse Power (HSP);Scrypt;PoW;0;2900000;N/A;N/A;967;False;
HZT;35811;HazMatCoin;HZT;HZT;;HazMatCoin (HZT);Scrypt;PoW/PoS;0;100000000;N/A;N/A;968;False;
CS;35813;CryptoSpots;CS;CS;;CryptoSpots (CS);DPoS;DPoS;0;5000000;N/A;N/A;969;False;
ICON;35825;Iconic;ICON;ICON;;Iconic (ICON);PoS;PoS;0;520000;N/A;N/A;974;False;
NIC;35947;NewInvestCoin;NIC;NIC;;NewInvestCoin (NIC);PoS;PoS;0;47090909;N/A;N/A;975;False;
XNG;35953;Enigma;XNG;XNG;;Enigma (XNG);X11;PoW/PoS;0;5000000;N/A;N/A;977;False;
XCI;35955;Cannabis Industry Coin;XCI;XCI;;Cannabis Industry Coin (XCI);CryptoNight;PoW;0;21000000;N/A;N/A;978;False;
MIS;37190;MIScoin;MIS;MIS;;MIScoin (MIS);X11;PoW/PoS;0;25000000;N/A;N/A;984;False;
WOP;37191;WorldPay;WOP;WOP;;WorldPay (WOP);X11;PoW/PoS;0;10000000;N/A;N/A;985;False;
CQST;37195;ConquestCoin;CQST;CQST;;ConquestCoin (CQST);X13;PoW/PoS;0;30000000;N/A;N/A;986;False;
ANAL;37359;AnalCoin;ANAL;ANAL;;AnalCoin (ANAL);SHA256;N/A;0;600000;N/A;N/A;991;False;
RC;37361;Russiacoin;RC;RC;;Russiacoin (RC);Scrypt;PoW/PoS;0;144000000;N/A;N/A;992;False;
CND*;37746;Canada eCoin;CND*;CND*;;Canada eCoin (CND*);Scrypt;PoW;0;100000000;N/A;N/A;995;False;
OPTION;37749;OptionCoin;OPTION;OPTION;;OptionCoin (OPTION);X11;PoS;0;21000000;N/A;N/A;996;False;
AV;38026;Avatar Coin;AV;AV;;Avatar Coin (AV);PoS;PoS;0;10000000;N/A;N/A;997;False;
LTD;38030;Limited Coin;LTD;LTD;;Limited Coin (LTD);PoS;PoS;0;128;N/A;N/A;998;False;
UNITS;38032;GameUnits;UNITS;UNITS;;GameUnits (UNITS);Scrypt;PoW/PoS;0;13000000;N/A;N/A;999;False;
GAKH;38277;GAKHcoin;GAKH;GAKH;;GAKHcoin (GAKH);Scrypt;PoW/PoS;1;3315789;N/A;N/A;1001;False;
LVG;38312;Leverage Coin;LVG;LVG;;Leverage Coin (LVG);N/A;N/A;0;26000;N/A;N/A;1005;False;
LTCR;38370;LiteCreed;LTCR;LTCR;;LiteCreed (LTCR);QuBit;PoW/PoS;0;78835200;N/A;N/A;1008;False;
QBC;38371;Quebecoin;QBC;QBC;;Quebecoin (QBC);X11;N/A;0;21000000;N/A;N/A;1009;False;
XPRO;38380;ProCoin;XPRO;XPRO;;ProCoin (XPRO);X15;PoW/PoS;0;6000000;N/A;N/A;1010;False;
AST*;38959;Astral;AST*;AST*;;Astral (AST*);X13;PoW/PoS;0;37875500;N/A;N/A;1011;False;
GIFT;38962;GiftNet;GIFT;GIFT;;GiftNet (GIFT);X13;PoW;0;6750000;N/A;N/A;1012;False;
VIDZ;38964;PureVidz;VIDZ;VIDZ;;PureVidz (VIDZ);PoS;PoS;0;125000000;N/A;N/A;1013;False;
INC;38967;Incrementum;INC;INC;;Incrementum (INC);PoS;PoS;0;1300000;N/A;N/A;1014;False;
