Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
REE;22418;ReeCoin;REE;REE;;ReeCoin (REE);Scrypt;PoW/PoS;0;350000000;N/A;N/A;667;False;
KOBO;3642;KoboCoin;KOBO;KOBO;;KoboCoin (KOBO);X15;PoW/PoS;0;350000000;N/A;N/A;22;False;
AIR*;30182;Aircoin;AIR*;AIR*;;Aircoin (AIR*);Scrypt;PoW/PoS;0;357000000;N/A;N/A;846;False;
FTP;28131;FuturePoints;FTP;FTP;;FuturePoints (FTP);X11;PoS;0;360000000;N/A;N/A;738;False;
AC;4322;Asia Coin;AC;AC;;Asia Coin (AC);Scrypt;PoS;0;360000000;N/A;N/A;35;False;
CAV;340776;Caviar;CAV;CAV;;Caviar (CAV);N/A;N/A;0;375000000;N/A;N/A;1700;False;
PINK;5374;PinkCoin;PINK;PINK;;PinkCoin (PINK);X11;PoW/PoS;0;380000000;N/A;N/A;342;False;
ERC;20748;EuropeCoin;ERC;ERC;;EuropeCoin (ERC);X11;PoW/PoS;0;384000000;N/A;N/A;570;False;
MI;12225;XiaoMiCoin;MI;MI;;XiaoMiCoin (MI);Scrypt;PoW/PoS;0;400000000;N/A;N/A;468;False;
NDC;188787;NeverDie;NDC;NDC;;NeverDie (NDC);N/A;N/A;0;400000000;N/A;N/A;1372;False;
SAK;22268;SharkCoin;SAK;SAK;;SharkCoin (SAK);SHA256;PoW;0;400000000;N/A;N/A;652;False;
MARV;22428;Marvelous;MARV;MARV;;Marvelous (MARV);Scrypt;PoW;0;400000000;N/A;N/A;669;False;
TZC;338180;TrezarCoin;TZC;TZC;;TrezarCoin (TZC);NeoScrypt;PoW/PoS;0;400000000;N/A;N/A;1679;False;
ICX;324068;ICON Project;ICX;ICX;;ICON Project (ICX);N/A;LFT;0;400230000;N/A;N/A;1642;False;
BHC;29559;BighanCoin;BHC;BHC;;BighanCoin (BHC);Quark;PoW;0;411000000;N/A;N/A;815;False;
MOOND;28774;Dark Moon;MOOND;MOOND;;Dark Moon (MOOND);Scrypt;PoW/PoS;0;420000000;N/A;N/A;777;False;
POT;4587;PotCoin;POT;POT;;PotCoin (POT);Scrypt;PoW;0;420000000;N/A;N/A;183;False;
STORJ;187347;Storj;STORJ;STORJ;;Storj (STORJ);N/A;N/A;1;424999998;N/A;N/A;1360;False;
SNM;136244;SONM;SNM;SNM;;SONM (SNM);N/A;N/A;0;444000000;N/A;N/A;1261;False;
PYN;304833;Paycentos;PYN;PYN;;Paycentos (PYN);N/A;N/A;0;450000000;N/A;N/A;1582;False;
XGB;41989;GoldenBird;XGB;XGB;;GoldenBird (XGB);X13;PoW/PoS;0;450000000;N/A;N/A;1044;False;
ZRC*;5037;ZiftrCoin;ZRC*;ZRC*;;ZiftrCoin (ZRC*);X11;PoW;0;450000000;N/A;N/A;248;False;
MAID;5293;MaidSafe Coin;MAID;MAID;;MaidSafe Coin (MAID);N/A;N/A;0;452552412;N/A;N/A;262;False;
CNC;4420;ChinaCoin;CNC;CNC;;ChinaCoin (CNC);Scrypt;PoW;0;462500000;N/A;N/A;89;False;
TEC;42106;TeCoin;TEC;TEC;;TeCoin (TEC);Multiple;PoW;0;469521976;N/A;N/A;1048;False;
CTX;278056;CarTaxi;CTX;CTX;;CarTaxi (CTX);N/A;N/A;0;487500000;N/A;N/A;1556;False;
SKIN;198369;Skincoin;SKIN;SKIN;;Skincoin (SKIN);N/A;N/A;0;488183483;N/A;N/A;1400;False;
BOS;116384;BOScoin;BOS;BOS;;BOScoin (BOS);N/A;mFBA;0;500000000;N/A;N/A;1245;False;
CFI;136984;Cofound.it;CFI;CFI;;Cofound.it (CFI);N/A;N/A;0;500000000;N/A;N/A;1263;False;
HVN;179329;Hive;HVN;HVN;;Hive (HVN);N/A;N/A;0;500000000;N/A;N/A;1309;False;
EQ;198698;EQUI;EQ;EQ;;EQUI (EQ);N/A;N/A;1;500000000;N/A;N/A;1406;False;
2GIVE;20910;2GiveCoin;2GIVE;2GIVE;;2GiveCoin (2GIVE);Scrypt;PoW/PoS;0;500000000;N/A;N/A;587;False;
CJ;23734;CryptoJacks;CJ;CJ;;CryptoJacks (CJ);X13;PoW/PoS;0;500000000;N/A;N/A;681;False;
EXB;25925;ExaByte (EXB);EXB;EXB;;ExaByte (EXB) (EXB);SHA256;PoW;0;500000000;N/A;N/A;711;False;
UBIQ;28652;Ubiqoin;UBIQ;UBIQ;;Ubiqoin (UBIQ);Progressive-n;PoS;0;500000000;N/A;N/A;767;False;
DGORE;29904;DogeGoreCoin;DGORE;DGORE;;DogeGoreCoin (DGORE);X11;PoW/PoS;0;500000000;N/A;N/A;824;False;
ZECD;32777;ZCashDarkCoin;ZECD;ZECD;;ZCashDarkCoin (ZECD);Scrypt;PoW;0;500000000;N/A;N/A;887;False;
ATX;33871;ArtexCoin;ATX;ATX;;ArtexCoin (ATX);X11;PoW;0;500000000;N/A;N/A;920;False;
GIVE;3641;GiveCoin;GIVE;GIVE;;GiveCoin (GIVE);X11;PoW;0;500000000;N/A;N/A;21;False;
KED;42435;Klingon Empire Darsek;KED;KED;;Klingon Empire Darsek (KED);Scrypt;PoW/PoS;0;500000000;N/A;N/A;1052;False;
GML;4531;GameLeagueCoin;GML;GML;;GameLeagueCoin (GML);Scrypt;PoW/PoS;0;500000000;N/A;N/A;127;False;
TSE;49610;TattooCoin;TSE;TSE;;TattooCoin (TSE);Scrypt;PoW/PoS;0;500000000;N/A;N/A;1115;False;
SJCX;5288;StorjCoin;SJCX;SJCX;;StorjCoin (SJCX);Counterparty;PoS;0;500000000;N/A;N/A;257;False;
NOTE;5322;Dnotes;NOTE;NOTE;;Dnotes (NOTE);Scrypt;PoW;0;500000000;N/A;N/A;291;False;
BOAT;57742;Doubloon;BOAT;BOAT;;Doubloon (BOAT);HMQ1725;PoW/PoS;0;500000000;N/A;N/A;1150;False;
RAIN;67462;Condensate;RAIN;RAIN;;Condensate (RAIN);X11;PoW/PoS;0;500000000;N/A;N/A;1189;False;
DRC;290053;Dropcoin;DRC;DRC;;Dropcoin (DRC);N/A;PoS;0;500000000;N/A;N/A;1563;False;
WOLK;198703;Wolk;WOLK;WOLK;;Wolk (WOLK);N/A;N/A;0;500000000;N/A;N/A;1407;False;
AST;337162;AirSwap;AST;AST;;AirSwap (AST);N/A;N/A;0;500000000;N/A;N/A;1673;False;
BAC*;329507;LakeBanker;BAC*;BAC*;;LakeBanker (BAC*);N/A;N/A;0;500000000;N/A;N/A;1655;False;
BLU;4340;BlueCoin;BLU;BLU;;BlueCoin (BLU);X11;PoW/PoS;0;500000000;N/A;N/A;53;False;
S8C;38310;S88 Coin;S8C;S8C;;S88 Coin (S8C);Scrypt;PoW/PoS;0;520000000;N/A;N/A;1004;False;
CKC;22207;Clockcoin;CKC;CKC;;Clockcoin (CKC);SHA256;PoW/PoS;0;525000000;N/A;N/A;643;False;
404;21227;404Coin;404;404;;404Coin (404);Scrypt;PoW/PoS;0;532000000;N/A;N/A;602;False;
EKO;22328;EkoCoin;EKO;EKO;;EkoCoin (EKO);Scrypt;PoW;0;533333333;N/A;N/A;658;False;
GLX;4529;GalaxyCoin;GLX;GLX;;GalaxyCoin (GLX);Scrypt;PoW/PoS;0;538214400;N/A;N/A;125;False;
DOPE;28332;DopeCoin;DOPE;DOPE;;DopeCoin (DOPE);Scrypt;PoW;0;575000000;N/A;N/A;761;False;
THS;45615;TechShares;THS;THS;;TechShares (THS);DPoS;DPoS;0;600000000;N/A;N/A;1103;False;
VEG;55544;BitVegan;VEG;VEG;;BitVegan (VEG);PoS;PoS;0;600000000;N/A;N/A;1132;False;
SUB;221463;Substratum Network;SUB;SUB;;Substratum Network (SUB);N/A;N/A;0;600000000;N/A;N/A;1457;False;
FLIK;329562;FLiK;FLIK;FLIK;;FLiK (FLIK);N/A;N/A;0;600000000;N/A;N/A;1656;False;
XBY;66694;XtraBYtes;XBY;XBY;;XtraBYtes (XBY);N/A;PoSign;0;650000000;N/A;N/A;1185;False;
MONEY;35681;MoneyCoin;MONEY;MONEY;;MoneyCoin (MONEY);Scrypt;PoW/PoS;0;650659833;N/A;N/A;965;False;
LC;25916;Lutetium Coin;LC;LC;;Lutetium Coin (LC);X11;PoS;1;657000000;N/A;N/A;708;False;
PEC;30423;PeaceCoin;PEC;PEC;;PeaceCoin (PEC);X11;PoW;0;700000000;N/A;N/A;861;False;
APPC;346812;AppCoins;APPC;APPC;;AppCoins (APPC);N/A;N/A;0;700000000;N/A;N/A;1726;False;
PEPECASH;42663;Pepe Cash;PEPECASH;PEPECASH;;Pepe Cash (PEPECASH);N/A;N/A;1;701884009;N/A;N/A;1057;False;
VRP*;338140;Prosense.tv;VRP;VRP*;;Prosense.tv (VRP);N/A;N/A;0;720000000;N/A;N/A;1677;False;
PINKX;29193;PantherCoin;PINKX;PINKX;;PantherCoin (PINKX);Scrypt;PoW/PoS;0;735000000;N/A;N/A;796;False;
GHC;5336;GhostCoin;GHC;GHC;;GhostCoin (GHC);Scrypt;PoW/PoS;0;750000000;N/A;N/A;304;False;
EXIT;22180;ExitCoin;EXIT;EXIT;;ExitCoin (EXIT);Scrypt;PoW/PoS;0;756000000;N/A;N/A;640;False;
PLR;184298;Pillar;PLR;PLR;;Pillar (PLR);N/A;N/A;1;800000000;N/A;N/A;1344;False;
VOISE;188352;Voise;VOISE;VOISE;;Voise (VOISE);N/A;N/A;0;825578000;N/A;N/A;1366;False;
EMB;33942;EmberCoin;EMB;EMB;;EmberCoin (EMB);X13;PoW/PoS;0;850000000;N/A;N/A;926;False;
TKN*;22458;TrollTokens;TKN*;TKN*;;TrollTokens (TKN*);SHA256;PoW/PoS;0;860000000;N/A;N/A;674;False;
NRN;307406;Doc.ai Neuron;NRN;NRN;;Doc.ai Neuron (NRN);N/A;N/A;1;860000000;N/A;N/A;1589;False;
STAR*;21775;StarCoin;STAR*;STAR*;;StarCoin (STAR*);Scrypt;PoW/PoS;0;870731707;N/A;N/A;627;False;
MOBI;202706;Mobius;MOBI;MOBI;;Mobius (MOBI);N/A;N/A;0;888000000;N/A;N/A;1427;False;
DOT;20339;Dotcoin;DOT;DOT;;Dotcoin (DOT);Scrypt;Pow;0;890000000;N/A;N/A;529;False;
ASAFE;38367;Allsafe;ASAFE;ASAFE;;Allsafe (ASAFE);X11;PoS;0;900000000;N/A;N/A;1007;False;
FLASH;326222;FLASH coin;FLASH;FLASH;;FLASH coin (FLASH);N/A;N/A;0;900000000;N/A;N/A;1645;False;
TKT;311176;Crypto Tickets;TKT;TKT;;Crypto Tickets (TKT);N/A;N/A;0;914869281;N/A;N/A;1603;False;
HMQ;72438;Humaniq;HMQ;HMQ;;Humaniq (HMQ);N/A;N/A;0;920952070;N/A;N/A;1203;False;
AMP;18244;Synereo;AMP;AMP;;Synereo (AMP);N/A;Pow/PoSC;0;927785483;N/A;N/A;501;False;
FX;28336;FCoin;FX;FX;;FCoin (FX);Scrypt;PoW/PoS;0;987600000;N/A;N/A;763;False;
NXT;1183;Nxt;NXT;NXT;;Nxt (NXT);PoS;PoS/LPoS;1;1000000000;N/A;N/A;6;False;
CVC;139467;Civic;CVC;CVC;;Civic (CVC);N/A;N/A;0;1000000000;N/A;N/A;1266;False;
EMC;15876;Emercoin;EMC;EMC;;Emercoin (EMC);SHA256;PoW/PoS;0;1000000000;N/A;N/A;484;False;
DNT;177175;district0x;DNT;DNT;;district0x (DNT);N/A;N/A;0;1000000000;N/A;N/A;1294;False;
STAR;179947;Starbase;STAR;STAR;;Starbase (STAR);N/A;N/A;0;1000000000;N/A;N/A;1314;False;
ZRX;186277;0x;ZRX;ZRX;;0x (ZRX);N/A;N/A;0;1000000000;N/A;N/A;1353;False;
TNT;186309;Tierion;TNT;TNT;;Tierion (TNT);N/A;N/A;0;1000000000;N/A;N/A;1354;False;
PST*;186331;Presearch;PST*;PST*;;Presearch (PST*);N/A;N/A;1;1000000000;N/A;N/A;1355;False;
UNIKRN;186929;UnikoinGold;UNIKRN;UNIKRN;;UnikoinGold (UNIKRN);N/A;N/A;0;1000000000;N/A;N/A;1358;False;
ADT;188858;AdToken;ADT;ADT;;AdToken (ADT);N/A;N/A;0;1000000000;N/A;N/A;1374;False;
SCOT;20342;Scotcoin;SCOT;SCOT;;Scotcoin (SCOT);Counterparty;N/A;0;1000000000;N/A;N/A;530;False;
KCN;205967;Kencoin;KCN;KCN;;Kencoin (KCN);N/A;N/A;0;1000000000;N/A;N/A;1434;False;
MNY;208001;Monkey;MNY;MNY;;Monkey (MNY);N/A;N/A;0;1000000000;N/A;N/A;1440;False;
BNC;215570;Benjacoin;BNC;BNC;;Benjacoin (BNC);N/A;N/A;0;1000000000;N/A;N/A;1448;False;
WMC;21871;WMCoin;WMC;WMC;;WMCoin (WMC);X11;PoS;0;1000000000;N/A;N/A;631;False;
LBC;23432;LBRY Credits;LBC;LBC;;LBRY Credits (LBC);N/A;N/A;0;1000000000;N/A;N/A;678;False;
HGT;234508;Hello Gold;HGT;HGT;;Hello Gold (HGT);N/A;N/A;0;1000000000;N/A;N/A;1496;False;
SNGLS;24926;SingularDTV;SNGLS;SNGLS;;SingularDTV (SNGLS);N/A;N/A;1;1000000000;N/A;N/A;697;False;
COVAL;28276;Circuits of Value;COVAL;COVAL;;Circuits of Value (COVAL);Multiple;PoW;0;1000000000;N/A;N/A;754;False;
ARDR;30173;Ardor;ARDR;ARDR;;Ardor (ARDR);N/A;PoS;1;1000000000;N/A;N/A;842;False;
EQUAL;30883;EqualCoin;EQUAL;EQUAL;;EqualCoin (EQUAL);X13;PoW/PoS;0;1000000000;N/A;N/A;872;False;
SWEET;30887;SweetStake;SWEET;SWEET;;SweetStake (SWEET);PoS;N/A;0;1000000000;N/A;N/A;873;False;
LINK;309621;ChainLink;LINK;LINK;;ChainLink (LINK);N/A;N/A;0;1000000000;N/A;N/A;1591;False;
LEO;33001;LEOcoin;LEO;LEO;;LEOcoin (LEO);Scrypt;PoW;0;1000000000;N/A;N/A;894;False;
GNT;33022;Golem Network Token;GNT;GNT;;Golem Network Token (GNT);N/A;N/A;1;1000000000;N/A;N/A;900;False;
BASH;33129;LuckChain;BASH;BASH;;LuckChain (BASH);Scrypt;PoW/PoS;0;1000000000;N/A;N/A;902;False;
DLR;34213;DollarOnline;DLR;DLR;;DollarOnline (DLR);X11;PoW/PoS;0;1000000000;N/A;N/A;928;False;
ACN;35949;AvonCoin;ACN;ACN;;AvonCoin (ACN);PoS;PoS;0;1000000000;N/A;N/A;976;False;
GEO;3647;GeoCoin;GEO;GEO;;GeoCoin (GEO);Scrypt;N/A;0;1000000000;N/A;N/A;27;False;
BITB;4338;BitBean;BITB;BITB;;BitBean (BITB);SHA256;PoW/PoS;0;1000000000;N/A;N/A;52;False;
LEPEN;43602;LePenCoin;LEPEN;LEPEN;;LePenCoin (LEPEN);SHA256;PoS;0;1000000000;N/A;N/A;1075;False;
ROUND;43604;RoundCoin;ROUND;ROUND;;RoundCoin (ROUND);N/A;N/A;0;1000000000;N/A;N/A;1076;False;
COMM;4422;Community Coin;COMM;COMM;;Community Coin (COMM);Scrypt;PoW/PoS;0;1000000000;N/A;N/A;91;False;
ZCC;5035;ZCC Coin;ZCC;ZCC;;ZCC Coin (ZCC);Scrypt;PoW;0;1000000000;N/A;N/A;246;False;
VLTC;50730;VaultCoin;VLTC;VLTC;;VaultCoin (VLTC);X11;PoW;0;1000000000;N/A;N/A;1116;False;
NSR;5295;NuShares;NSR;NSR;;NuShares (NSR);N/A;PoS;0;1000000000;N/A;N/A;264;False;
CELL;5297;SolarFarm;CELL;CELL;;SolarFarm (CELL);N/A;PoW;1;1000000000;N/A;N/A;266;False;
HZ;5312;Horizon;HZ;HZ;;Horizon (HZ);N/A;PoS;1;1000000000;N/A;N/A;281;False;
AMBER;5332;AmberCoin;AMBER;AMBER;;AmberCoin (AMBER);X11;PoW/PoS;0;1000000000;N/A;N/A;300;False;
ABY;5338;ArtByte;ABY;ABY;;ArtByte (ABY);Scrypt;PoW;0;1000000000;N/A;N/A;306;False;
FLDC;5348;Folding Coin;FLDC;FLDC;;Folding Coin (FLDC);Stanford Folding;PoW;0;1000000000;N/A;N/A;316;False;
RBR;5399;Ribbit Rewards;RBR;RBR;;Ribbit Rewards (RBR);Multiple;PoW;0;1000000000;N/A;N/A;367;False;
NODE;5402;Node;NODE;NODE;;Node (NODE);Curve25519;PoA;0;1000000000;N/A;N/A;370;False;
ZENI;56253;Zennies;ZENI;ZENI;;Zennies (ZENI);Scrypt;PoS;0;1000000000;N/A;N/A;1140;False;
KAYI;57705;Kayi;KAYI;KAYI;;Kayi (KAYI);N/A;N/A;0;1000000000;N/A;N/A;1148;False;
CESC;6104;Crypto Escudo;CESC;CESC;;Crypto Escudo (CESC);Scrypt;PoW;0;1000000000;N/A;N/A;391;False;
LMC;70469;LomoCoin;LMC;LMC;;LomoCoin (LMC);Scrypt;PoW/PoS;0;1000000000;N/A;N/A;1196;False;
RCN;307219;Ripio;RCN;RCN;;Ripio (RCN);N/A;PoW;0;1000000000;N/A;N/A;1588;False;
LEV;332804;Leverj;LEV;LEV;;Leverj (LEV);N/A;N/A;0;1000000000;N/A;N/A;1661;False;
SENSE;305252;Sense Token;SENSE;SENSE;;Sense Token (SENSE);N/A;N/A;0;1000000000;N/A;N/A;1584;False;
REQ;335059;Request Network;REQ;REQ;;Request Network (REQ);N/A;N/A;0;1000000000;N/A;N/A;1665;False;
POWR;339617;Power Ledger;POWR;POWR;;Power Ledger (POWR);N/A;N/A;0;1000000000;N/A;N/A;1691;False;
HAC;321347;Hackspace Capital;HAC;HAC;;Hackspace Capital (HAC);N/A;N/A;0;1000000000;N/A;N/A;1634;False;
COB;234811;Cobinhood;COB;COB;;Cobinhood (COB);N/A;N/A;0;1000000000;N/A;N/A;1502;False;
R;345420;Revain;R;R;;Revain (R);N/A;N/A;0;1000000000;N/A;N/A;1720;False;
AUTH;222200;Authoreon;AUTH;AUTH;;Authoreon (AUTH);N/A;N/A;0;1000000000;N/A;N/A;1463;False;
EDDIE;348256;Eddie coin;EDDIE;EDDIE;;Eddie coin (EDDIE);Scrypt;PoW/PoS;0;1000000000;N/A;N/A;1735;False;
FUEL;292748;Etherparty;FUEL;FUEL;;Etherparty (FUEL);N/A;N/A;0;1000000000;N/A;N/A;1564;False;
SKR*;304605;Skrilla Token;SKR;SKR*;;Skrilla Token (SKR);N/A;N/A;0;1000000000;N/A;N/A;1580;False;
LA;184163;LAToken;LA;LA;;LAToken (LA);N/A;N/A;0;1000000000;N/A;N/A;1340;False;
ARNA*;303888;ARNA Panacea;ARNA;ARNA*;;ARNA Panacea (ARNA);N/A;N/A;0;1000000000;N/A;N/A;1576;False;
ENJ;283116;Enjin Coin;ENJ;ENJ;;Enjin Coin (ENJ);N/A;N/A;0;1000000000;N/A;N/A;1561;False;
OPP;323787;Opporty;OPP;OPP;;Opporty (OPP);N/A;N/A;0;1000000000;N/A;N/A;1639;False;
BRAT;357734;Brat;BRAT;BRAT;;Brat (BRAT);N/A;N/A;0;1000000000;N/A;N/A;1756;False;
INDI;351078;IndiCoin;INDI;INDI;;IndiCoin (INDI);N/A;N/A;0;1000000000;N/A;N/A;1745;False;
EARTH;324012;Earth Token;EARTH;EARTH;;Earth Token (EARTH);N/A;N/A;0;1000000000;N/A;N/A;1641;False;
GAT;349487;GAT Coin;GAT;GAT;;GAT Coin (GAT);N/A;N/A;0;1000000000;N/A;N/A;1739;False;
XNN;362769;Xenon;XNN;XNN;;Xenon (XNN);N/A;N/A;0;1000000000;N/A;N/A;1766;False;
UTK;236358;Utrust;UTK;UTK;;Utrust (UTK);N/A;N/A;0;1000000000;N/A;N/A;1510;False;
WRC;296844;Worldcore;WRC;WRC;;Worldcore (WRC);N/A;N/A;0;1000000000;N/A;N/A;1566;False;
FLLW;350394;Follow Coin;FLLW;FLLW;;Follow Coin (FLLW);N/A;N/A;0;1000000000;N/A;N/A;1742;False;
EOS;166503;EOS;EOS;EOS;;EOS (EOS);DPoS;DPoS;0;1000000000;N/A;N/A;1274;False;
BAY;5300;BitBay;BAY;BAY;;BitBay (BAY);N/A;PoS;0;1007625990;N/A;N/A;269;False;
COX;22326;CobraCoin;COX;COX;;CobraCoin (COX);Scrypt;PoW/PoS;0;1012941176;N/A;N/A;656;False;
ONX;201676;Onix;ONX;ONX;;Onix (ONX);X11;PoW;0;1100000000;N/A;N/A;1420;False;
PQT;179077;PAquarium;PQT;PQT;;PAquarium (PQT);N/A;N/A;0;1200000000;N/A;N/A;1306;False;
NAMO;348289;NamoCoin;NAMO;NAMO;;NamoCoin (NAMO);NIST5;PoW/PoS;0;1200000000;N/A;N/A;1737;False;
DOV*;360827;DOVU;DOV*;DOV*;;DOVU (DOV*);N/A;N/A;0;1200000000;N/A;N/A;1762;False;
LKK;130939;Lykke;LKK;LKK;;Lykke (LKK);N/A;N/A;1;1285690000;N/A;N/A;1253;False;
DRT;311829;DomRaider;DRT;DRT;;DomRaider (DRT);N/A;N/A;0;1300000000;N/A;N/A;1606;False;
RPX;341267;Red Pulse;RPX;RPX;;Red Pulse (RPX);N/A;N/A;0;1358371250;N/A;N/A;1708;False;
SOUL;20585;SoulCoin;SOUL;SOUL;;SoulCoin (SOUL);Scrypt;PoW/PoS;0;1400000000;N/A;N/A;542;False;
BTM*;218008;Bytom;BTM*;BTM*;;Bytom (BTM*);N/A;N/A;0;1407000000;N/A;N/A;1450;False;
GDC;4526;GrandCoin;GDC;GDC;;GrandCoin (GDC);Scrypt;PoW;0;1420609614;N/A;N/A;122;False;
AIR;338555;AirToken;AIR;AIR;;AirToken (AIR);N/A;N/A;0;1491492558;N/A;N/A;1684;False;
BAT;107672;Basic Attention Token;BAT;BAT;;Basic Attention Token (BAT);N/A;N/A;0;1500000000;N/A;N/A;1238;False;
HALLO;29552;Halloween Coin;HALLO;HALLO;;Halloween Coin (HALLO);X11;PoW/PoS;0;1500000000;N/A;N/A;812;False;
MM;44959;MasterMint;MM;MM;;MasterMint (MM);X11;PoS;0;1500000000;N/A;N/A;1092;False;
LIV;33271;LiviaCoin;LIV;LIV;;LiviaCoin (LIV);Scrypt;PoW/PoS;0;1572000000;N/A;N/A;904;False;
IPC;182396;ImperialCoin;IPC;IPC;;ImperialCoin (IPC);NeoScrypt;PoW;0;1600000000;N/A;N/A;1334;False;
OPT;197054;Opus;OPT;OPT;;Opus (OPT);N/A;N/A;0;1600000000;N/A;N/A;1396;False;
USDE;5011;UnitaryStatus Dollar;USDE;USDE;;UnitaryStatus Dollar (USDE);Scrypt;PoW/PoS;0;1600000000;N/A;N/A;225;False;
TOT;28087;TotCoin;TOT;TOT;;TotCoin (TOT);Scrypt;PoW/PoS;0;1613150000;N/A;N/A;734;False;
LOOK;36984;LookCoin;LOOK;LOOK;;LookCoin (LOOK);X11;PoW/PoS;0;1613150000;N/A;N/A;979;False;
DUX;105206;DuxCoin;DUX;DUX;;DuxCoin (DUX);Scrypt;PoW/PoS;0;1680000000;N/A;N/A;1234;False;
NLG;5315;Gulden;NLG;NLG;;Gulden (NLG);Scrypt;PoW;0;1680000000;N/A;N/A;284;False;
WINE;32691;WineCoin;WINE;WINE;;WineCoin (WINE);Scrypt;PoW/PoS;0;1744000000;N/A;N/A;883;False;
ELM;339933;Elements;ELM;ELM;;Elements (ELM);X11;PoW;0;1800000000;N/A;N/A;1696;False;
XCN;5386;Cryptonite;XCN;XCN;;Cryptonite (XCN);M7 POW;PoW;0;1840000000;N/A;N/A;354;False;
RING;28657;RingCoin;RING;RING;;RingCoin (RING);Scrypt;PoW/PoS;0;1900000000;N/A;N/A;769;False;
ARM;28654;Armory Coin;ARM;ARM;;Armory Coin (ARM);Scrypt;PoW/PoS;0;1990000000;N/A;N/A;768;False;
MAD;131079;SatoshiMadness;MAD;MAD;;SatoshiMadness (MAD);PoS;POS;0;2000000000;N/A;N/A;1255;False;
DCY;181373;Dinastycoin;DCY;DCY;;Dinastycoin (DCY);CryptoNight;PoW;0;2000000000;N/A;N/A;1327;False;
CMPCO;228090;CampusCoin;CMPCO;CMPCO;;CampusCoin (CMPCO);Scrypt;PoW;0;2000000000;N/A;N/A;1465;False;
PUT;23737;PutinCoin;PUT;PUT;;PutinCoin (PUT);Scrypt;Pow/PoS;0;2000000000;N/A;N/A;682;False;
BUZZ;28893;BuzzCoin;BUZZ;BUZZ;;BuzzCoin (BUZZ);SHA256D;PoW/PoS;0;2000000000;N/A;N/A;786;False;
LEA;30117;LeaCoin;LEA;LEA;;LeaCoin (LEA);SHA256;PoW;0;2000000000;N/A;N/A;835;False;
CACH;4405;Cachecoin;CACH;CACH;;Cachecoin (CACH);Scrypt;PoW;0;2000000000;N/A;N/A;75;False;
SYS;4618;SysCoin;SYS;SYS;;SysCoin (SYS);Scrypt;PoW;0;2000000000;N/A;N/A;212;False;
YAC;5034;YAcCoin;YAC;YAC;;YAcCoin (YAC);Scrypt;PoW;0;2000000000;N/A;N/A;245;False;
GXC*;339847;GenXCoin;GXC*;GXC*;;GenXCoin (GXC*);X15;PoW/PoS;0;2000000000;N/A;N/A;1694;False;
XMY;4345;MyriadCoin;XMY;XMY;;MyriadCoin (XMY);Multiple;PoW;0;2000000000;N/A;N/A;58;False;
ZSE;79875;ZSEcoin;ZSE;ZSE;;ZSEcoin (ZSE);X11;PoW/PoS;0;2093500000;N/A;N/A;1222;False;
BS;30175;BlackShadowCoin;BS;BS;;BlackShadowCoin (BS);X11;PoW/PoS;0;2100000000;N/A;N/A;843;False;
MRSA;41116;MrsaCoin;MRSA;MRSA;;MrsaCoin (MRSA);X13;PoW/PoS;0;2100000000;N/A;N/A;1029;False;
JANE;44955;JaneCoin;JANE;JANE;;JaneCoin (JANE);X11;PoW/PoS;0;2100000000;N/A;N/A;1090;False;
XNC;33939;XenCoin;XNC;XNC;;XenCoin (XNC);Scrypt;PoW;0;2100000000;N/A;N/A;925;False;
SAFEX;20594;SafeExchangeCoin;SAFEX;SAFEX;;SafeExchangeCoin (SAFEX);Scrypt;PoC;1;2147483647;N/A;N/A;590;False;
BURST;5286;BurstCoin;BURST;BURST;;BurstCoin (BURST);Shabal256;PoC;0;2158812800;N/A;N/A;255;False;
SSTC;20644;SunShotCoin;SSTC;SSTC;;SunShotCoin (SSTC);X11;PoW;0;2250000000;N/A;N/A;547;False;
365;33639;365Coin;365;365;;365Coin (365);X11;PoW/PoS;0;2300000000;N/A;N/A;916;False;
BLAS;253707;BlakeStar;BLAS;BLAS;;BlakeStar (BLAS);Blake2S;PoW/PoS;0;2400000000;N/A;N/A;1547;False;
MZC;4568;MazaCoin;MZC;MZC;;MazaCoin (MZC);SHA256;PoW/PoS;0;2419200000;N/A;N/A;164;False;
MTLM3;34754;Metal Music v3;MTLM3;MTLM3;;Metal Music v3 (MTLM3);Scrypt;PoW/PoS;0;2500000000;N/A;N/A;949;False;
CHIEF;37214;TheChiefCoin;CHIEF;CHIEF;;TheChiefCoin (CHIEF);Scrypt;PoW/PoS;0;2500000000;N/A;N/A;989;False;
SMF;43257;SmurfCoin;SMF;SMF;;SmurfCoin (SMF);Scrypt;PoW/PoS;0;2500000000;N/A;N/A;1071;False;
ILC;75440;ILCoin;ILC;ILC;;ILCoin (ILC);SHA256;PoW;0;2500000000;N/A;N/A;1211;False;
SNOV;311853;Snovio;SNOV;SNOV;;Snovio (SNOV);N/A;N/A;0;2500000000;N/A;N/A;1607;False;
BTS;5039;Bitshares;BTS;BTS;;Bitshares (BTS);SHA-512;PoS;1;2511953117;N/A;N/A;10;False;
